Id,Month,Day,Date,WeekDay,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalActiveMinutes,Calories
1503960366,4,12,2016-04-12,Tuesday,13162,8.5,8.5,0,1.88,0.55,6.06,0,25,13,328,728,366,1985
1503960366,4,13,2016-04-13,Wednesday,10735,6.97,6.97,0,1.57,0.69,4.71,0,21,19,217,776,257,1797
1503960366,4,14,2016-04-14,Thursday,10460,6.74,6.74,0,2.44,0.4,3.91,0,30,11,181,1218,222,1776
1503960366,4,15,2016-04-15,Friday,9762,6.28,6.28,0,2.14,1.26,2.83,0,29,34,209,726,272,1745
1503960366,4,16,2016-04-16,Saturday,12669,8.16,8.16,0,2.71,0.41,5.04,0,36,10,221,773,267,1863
1503960366,4,17,2016-04-17,Sunday,9705,6.48,6.48,0,3.19,0.78,2.51,0,38,20,164,539,222,1728
1503960366,4,18,2016-04-18,Monday,13019,8.59,8.59,0,3.25,0.64,4.71,0,42,16,233,1149,291,1921
1503960366,4,19,2016-04-19,Tuesday,15506,9.88,9.88,0,3.53,1.32,5.03,0,50,31,264,775,345,2035
1503960366,4,20,2016-04-20,Wednesday,10544,6.68,6.68,0,1.96,0.48,4.24,0,28,12,205,818,245,1786
1503960366,4,21,2016-04-21,Thursday,9819,6.34,6.34,0,1.34,0.35,4.65,0,19,8,211,838,238,1775
1503960366,4,22,2016-04-22,Friday,12764,8.13,8.13,0,4.76,1.12,2.24,0,66,27,130,1217,223,1827
1503960366,4,23,2016-04-23,Saturday,14371,9.04,9.04,0,2.81,0.87,5.36,0,41,21,262,732,324,1949
1503960366,4,24,2016-04-24,Sunday,10039,6.41,6.41,0,2.92,0.21,3.28,0,39,5,238,709,282,1788
1503960366,4,25,2016-04-25,Monday,15355,9.8,9.8,0,5.29,0.57,3.94,0,73,14,216,814,303,2013
1503960366,4,26,2016-04-26,Tuesday,13755,8.79,8.79,0,2.33,0.92,5.54,0,31,23,279,833,333,1970
1503960366,4,27,2016-04-27,Wednesday,18134,12.21,12.21,0,6.4,0.41,5.41,0,78,11,243,1108,332,2159
1503960366,4,28,2016-04-28,Thursday,13154,8.53,8.53,0,3.54,1.16,3.79,0,48,28,189,782,265,1898
1503960366,4,29,2016-04-29,Friday,11181,7.15,7.15,0,1.06,0.5,5.58,0,16,12,243,815,271,1837
1503960366,4,30,2016-04-30,Saturday,14673,9.25,9.25,0,3.56,1.42,4.27,0,52,34,217,712,303,1947
1503960366,5,1,2016-05-01,Sunday,10602,6.81,6.81,0,2.29,1.6,2.92,0,33,35,246,730,314,1820
1503960366,5,2,2016-05-02,Monday,14727,9.71,9.71,0,3.21,0.57,5.92,0,41,15,277,798,333,2004
1503960366,5,3,2016-05-03,Tuesday,15103,9.66,9.66,0,3.73,1.05,4.88,0,50,24,254,816,328,1990
1503960366,5,4,2016-05-04,Wednesday,11100,7.15,7.15,0,2.46,0.87,3.82,0,36,22,203,1179,261,1819
1503960366,5,5,2016-05-05,Thursday,14070,8.9,8.9,0,2.92,1.08,4.88,0,45,24,250,857,319,1959
1503960366,5,6,2016-05-06,Friday,12159,8.03,8.03,0,1.97,0.25,5.81,0,24,6,289,754,319,1896
1503960366,5,7,2016-05-07,Saturday,11992,7.71,7.71,0,2.46,2.12,3.13,0,37,46,175,833,258,1821
1503960366,5,8,2016-05-08,Sunday,10060,6.58,6.58,0,3.53,0.32,2.73,0,44,8,203,574,255,1740
1503960366,5,9,2016-05-09,Monday,12022,7.72,7.72,0,3.45,0.53,3.74,0,46,11,206,835,263,1819
1503960366,5,10,2016-05-10,Tuesday,12207,7.77,7.77,0,3.35,1.16,3.26,0,46,31,214,746,291,1859
1503960366,5,11,2016-05-11,Wednesday,12770,8.13,8.13,0,2.56,1.01,4.55,0,36,23,251,669,310,1783
1503960366,5,12,2016-05-12,Thursday,0,0,0,0,0,0,0,0,0,0,0,1440,0,0
1624580081,4,12,2016-04-12,Tuesday,8163,5.31,5.31,0,0,0,5.31,0,0,0,146,1294,146,1432
1624580081,4,13,2016-04-13,Wednesday,7007,4.55,4.55,0,0,0,4.55,0,0,0,148,1292,148,1411
1624580081,4,14,2016-04-14,Thursday,9107,5.92,5.92,0,0,0,5.91,0.01,0,0,236,1204,236,1572
1624580081,4,15,2016-04-15,Friday,1510,0.98,0.98,0,0,0,0.97,0,0,0,96,1344,96,1344
1624580081,4,16,2016-04-16,Saturday,5370,3.49,3.49,0,0,0,3.49,0,0,0,176,1264,176,1463
1624580081,4,17,2016-04-17,Sunday,6175,4.06,4.06,0,1.03,1.52,1.49,0.01,15,22,127,1276,164,1554
1624580081,4,18,2016-04-18,Monday,10536,7.41,7.41,0,2.15,0.62,4.62,0.01,17,7,202,1214,226,1604
1624580081,4,19,2016-04-19,Tuesday,2916,1.9,1.9,0,0,0,1.9,0,0,0,141,1299,141,1435
1624580081,4,20,2016-04-20,Wednesday,4974,3.23,3.23,0,0,0,3.23,0,0,0,151,1289,151,1446
1624580081,4,21,2016-04-21,Thursday,6349,4.13,4.13,0,0,0,4.11,0.02,0,0,186,1254,186,1467
1624580081,4,22,2016-04-22,Friday,4026,2.62,2.62,0,0,0,2.6,0,0,0,199,1241,199,1470
1624580081,4,23,2016-04-23,Saturday,8538,5.55,5.55,0,0,0,5.54,0.01,0,0,227,1213,227,1562
1624580081,4,24,2016-04-24,Sunday,6076,3.95,3.95,0,1.15,0.91,1.89,0,16,18,185,1221,219,1617
1624580081,4,25,2016-04-25,Monday,6497,4.22,4.22,0,0,0,4.2,0.02,0,0,202,1238,202,1492
1624580081,4,26,2016-04-26,Tuesday,2826,1.84,1.84,0,0,0,1.83,0.01,0,0,140,1300,140,1402
1624580081,4,27,2016-04-27,Wednesday,8367,5.44,5.44,0,1.11,1.87,2.46,0,17,36,154,1233,207,1670
1624580081,4,28,2016-04-28,Thursday,2759,1.79,1.79,0,0,0.2,1.6,0,0,5,115,1320,120,1401
1624580081,4,29,2016-04-29,Friday,2390,1.55,1.55,0,0,0,1.55,0,0,0,150,1290,150,1404
1624580081,4,30,2016-04-30,Saturday,6474,4.3,4.3,0,0.9,1.28,2.12,0.01,11,23,224,1182,258,1655
1624580081,5,1,2016-05-01,Sunday,36019,28.03,28.03,0,21.92,4.19,1.91,0.02,186,63,171,1020,420,2690
1624580081,5,2,2016-05-02,Monday,7155,4.93,4.93,0,0.86,0.59,3.47,0,7,6,166,1261,179,1497
1624580081,5,3,2016-05-03,Tuesday,2100,1.37,1.37,0,0,0,1.34,0.02,0,0,96,1344,96,1334
1624580081,5,4,2016-05-04,Wednesday,2193,1.43,1.43,0,0,0,1.42,0,0,0,118,1322,118,1368
1624580081,5,5,2016-05-05,Thursday,2470,1.61,1.61,0,0,0,1.58,0.02,0,0,117,1323,117,1370
1624580081,5,6,2016-05-06,Friday,1727,1.12,1.12,0,0,0,1.12,0.01,0,0,102,1338,102,1341
1624580081,5,7,2016-05-07,Saturday,2104,1.37,1.37,0,0,0,1.37,0,0,0,182,1258,182,1474
1624580081,5,8,2016-05-08,Sunday,3427,2.23,2.23,0,0,0,2.22,0,0,0,152,1288,152,1427
1624580081,5,9,2016-05-09,Monday,1732,1.13,1.13,0,0,0,1.13,0,0,0,91,1349,91,1328
1624580081,5,10,2016-05-10,Tuesday,2969,1.93,1.93,0,0,0,1.92,0.01,0,0,139,1301,139,1393
1624580081,5,11,2016-05-11,Wednesday,3134,2.04,2.04,0,0,0,2.04,0,0,0,112,1328,112,1359
1624580081,5,12,2016-05-12,Thursday,2971,1.93,1.93,0,0,0,1.92,0.01,0,0,107,890,107,1002
1644430081,4,12,2016-04-12,Tuesday,10694,7.77,7.77,0,0.14,2.3,5.33,0,2,51,256,1131,309,3199
1644430081,4,13,2016-04-13,Wednesday,8001,5.82,5.82,0,2.28,0.9,2.64,0,30,16,135,1259,181,2902
1644430081,4,14,2016-04-14,Thursday,11037,8.02,8.02,0,0.36,2.56,5.1,0,5,58,252,1125,315,3226
1644430081,4,15,2016-04-15,Friday,5263,3.83,3.83,0,0.22,0.15,3.45,0,3,4,170,1263,177,2750
1644430081,4,16,2016-04-16,Saturday,15300,11.12,11.12,0,4.1,1.88,5.09,0,51,42,212,1135,305,3493
1644430081,4,17,2016-04-17,Sunday,8757,6.37,6.37,0,2.25,0.57,3.55,0,29,13,186,1212,228,3011
1644430081,4,18,2016-04-18,Monday,7132,5.19,5.19,0,1.07,1.67,2.45,0,15,33,121,1271,169,2806
1644430081,4,19,2016-04-19,Tuesday,11256,8.18,8.18,0,0.36,2.53,5.3,0,5,58,278,1099,341,3300
1644430081,4,20,2016-04-20,Wednesday,2436,1.77,1.77,0,0,0,1.76,0.01,0,0,125,1315,125,2430
1644430081,4,21,2016-04-21,Thursday,1223,0.89,0.89,0,0,0,0.88,0.01,0,0,38,1402,38,2140
1644430081,4,22,2016-04-22,Friday,3673,2.67,2.67,0,0,0,2.66,0.01,0,0,86,1354,86,2344
1644430081,4,23,2016-04-23,Saturday,6637,4.83,4.83,0,0,0.58,4.25,0,0,15,160,1265,175,2677
1644430081,4,24,2016-04-24,Sunday,3321,2.41,2.41,0,0,0,2.41,0,0,0,89,1351,89,2413
1644430081,4,25,2016-04-25,Monday,3580,2.6,2.6,0,0.59,0.06,1.95,0,8,1,94,1337,103,2497
1644430081,4,26,2016-04-26,Tuesday,9919,7.21,7.21,0,0.8,1.72,4.69,0,11,41,223,1165,275,3123
1644430081,4,27,2016-04-27,Wednesday,3032,2.2,2.2,0,0,0,2.2,0,0,0,118,1322,118,2489
1644430081,4,28,2016-04-28,Thursday,9405,6.84,6.84,0,0.2,2.32,4.31,0,3,53,227,1157,283,3108
1644430081,4,29,2016-04-29,Friday,3176,2.31,2.31,0,0,0,2.31,0,0,0,120,1193,120,2498
1644430081,4,30,2016-04-30,Saturday,18213,13.24,13.24,0,0.63,3.14,9.46,0,9,71,402,816,482,3846
1644430081,5,1,2016-05-01,Sunday,6132,4.46,4.46,0,0.24,0.99,3.23,0,3,24,146,908,173,2696
1644430081,5,2,2016-05-02,Monday,3758,2.73,2.73,0,0.07,0.31,2.35,0,1,7,148,682,156,2580
1644430081,5,3,2016-05-03,Tuesday,12850,9.34,9.34,0,0.72,4.09,4.54,0,10,94,221,1115,325,3324
1644430081,5,4,2016-05-04,Wednesday,2309,1.68,1.68,0,0,0,1.66,0.02,0,0,52,1388,52,2222
1644430081,5,5,2016-05-05,Thursday,4363,3.19,3.19,0,0.52,0.54,2.13,0.01,6,12,81,1341,99,2463
1644430081,5,6,2016-05-06,Friday,9787,7.12,7.12,0,0.82,0.27,6.01,0.02,11,6,369,1054,386,3328
1644430081,5,7,2016-05-07,Saturday,13372,9.72,9.72,0,3.26,0.79,5.67,0.01,41,17,243,1139,301,3404
1644430081,5,8,2016-05-08,Sunday,6724,4.89,4.89,0,0,0,4.88,0,0,0,295,991,295,2987
1644430081,5,9,2016-05-09,Monday,6643,4.83,4.83,0,2.39,0.35,2.09,0.01,32,6,303,1099,341,3008
1644430081,5,10,2016-05-10,Tuesday,9167,6.66,6.66,0,0.88,0.81,4.97,0.01,12,19,155,1254,186,2799
1644430081,5,11,2016-05-11,Wednesday,1329,0.97,0.97,0,0,0,0.95,0.01,0,0,49,713,49,1276
1844505072,4,12,2016-04-12,Tuesday,6697,4.43,4.43,0,0,0,4.43,0,0,0,339,1101,339,2030
1844505072,4,13,2016-04-13,Wednesday,4929,3.26,3.26,0,0,0,3.26,0,0,0,248,1192,248,1860
1844505072,4,14,2016-04-14,Thursday,7937,5.25,5.25,0,0,0,5.23,0,0,0,373,843,373,2130
1844505072,4,15,2016-04-15,Friday,3844,2.54,2.54,0,0,0,2.54,0,0,0,176,527,176,1725
1844505072,4,16,2016-04-16,Saturday,3414,2.26,2.26,0,0,0,2.26,0,0,0,147,1293,147,1657
1844505072,4,17,2016-04-17,Sunday,4525,2.99,2.99,0,0.14,0.26,2.59,0,2,8,199,1231,209,1793
1844505072,4,18,2016-04-18,Monday,4597,3.04,3.04,0,0,0.48,2.56,0,0,12,217,1211,229,1814
1844505072,4,19,2016-04-19,Tuesday,197,0.13,0.13,0,0,0,0.13,0,0,0,10,1430,10,1366
1844505072,4,20,2016-04-20,Wednesday,8,0.01,0.01,0,0,0,0.01,0,0,0,1,1439,1,1349
1844505072,4,21,2016-04-21,Thursday,8054,5.32,5.32,0,0.12,0.52,4.68,0,2,13,308,1117,323,2062
1844505072,4,22,2016-04-22,Friday,5372,3.55,3.55,0,0,0,3.55,0,0,0,220,1220,220,1827
1844505072,4,23,2016-04-23,Saturday,3570,2.36,2.36,0,0,0,2.36,0,0,0,139,1301,139,1645
1844505072,4,24,2016-04-24,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,0,1347
1844505072,4,25,2016-04-25,Monday,0,0,0,0,0,0,0,0,0,0,0,1440,0,1347
1844505072,4,26,2016-04-26,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,0,1347
1844505072,4,27,2016-04-27,Wednesday,4,0,0,0,0,0,0,0,0,0,1,1439,1,1348
1844505072,4,28,2016-04-28,Thursday,6907,4.57,4.57,0,0,0,4.56,0,0,0,302,1138,302,1992
1844505072,4,29,2016-04-29,Friday,4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,247,1856
1844505072,4,30,2016-04-30,Saturday,4014,2.67,2.67,0,0,0,2.65,0,0,0,184,218,184,1763
1844505072,5,1,2016-05-01,Sunday,2573,1.7,1.7,0,0,0.26,1.45,0,0,7,75,585,82,1541
1844505072,5,2,2016-05-02,Monday,0,0,0,0,0,0,0,0,0,0,0,1440,0,1348
1844505072,5,3,2016-05-03,Tuesday,4059,2.68,2.68,0,0,0,2.68,0,0,0,184,1256,184,1742
1844505072,5,4,2016-05-04,Wednesday,2080,1.37,1.37,0,0,0,1.37,0,0,0,87,1353,87,1549
1844505072,5,5,2016-05-05,Thursday,2237,1.48,1.48,0,0,0,1.48,0,0,0,120,1320,120,1589
1844505072,5,6,2016-05-06,Friday,44,0.03,0.03,0,0,0,0.03,0,0,0,2,1438,2,1351
1844505072,5,7,2016-05-07,Saturday,0,0,0,0,0,0,0,0,0,0,0,1440,0,1347
1844505072,5,8,2016-05-08,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,0,1347
1844505072,5,9,2016-05-09,Monday,0,0,0,0,0,0,0,0,0,0,0,1440,0,1347
1844505072,5,10,2016-05-10,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,0,1347
1844505072,5,11,2016-05-11,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,0,1347
1844505072,5,12,2016-05-12,Thursday,0,0,0,0,0,0,0,0,0,0,0,711,0,665
1927972279,4,12,2016-04-12,Tuesday,678,0.47,0.47,0,0,0,0.47,0,0,0,55,734,55,2220
1927972279,4,13,2016-04-13,Wednesday,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,32,2151
1927972279,4,14,2016-04-14,Thursday,2163,1.5,1.5,0,0,0.4,1.1,0,0,9,88,1292,97,2383
1927972279,4,15,2016-04-15,Friday,980,0.68,0.68,0,0,0,0.68,0,0,0,51,941,51,2221
1927972279,4,16,2016-04-16,Saturday,0,0,0,0,0,0,0,0,0,0,0,1440,0,2064
1927972279,4,17,2016-04-17,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,4,18,2016-04-18,Monday,244,0.17,0.17,0,0,0,0.17,0,0,0,17,1423,17,2111
1927972279,4,19,2016-04-19,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,4,20,2016-04-20,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,4,21,2016-04-21,Thursday,0,0,0,0,0,0,0,0,0,0,0,1440,0,2064
1927972279,4,22,2016-04-22,Friday,149,0.1,0.1,0,0,0,0.1,0,0,0,10,1430,10,2093
1927972279,4,23,2016-04-23,Saturday,2945,2.04,2.04,0,0,0,2.04,0,0,0,145,1295,145,2499
1927972279,4,24,2016-04-24,Sunday,2090,1.45,1.45,0,0.07,0.24,1.14,0,1,6,75,1358,82,2324
1927972279,4,25,2016-04-25,Monday,152,0.11,0.11,0,0,0,0.11,0,0,0,12,1303,12,2100
1927972279,4,26,2016-04-26,Tuesday,3761,2.6,2.6,0,0,0,2.6,0,0,0,192,1058,192,2638
1927972279,4,27,2016-04-27,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,4,28,2016-04-28,Thursday,1675,1.16,1.16,0,0,0,1.16,0,0,0,95,1167,95,2351
1927972279,4,29,2016-04-29,Friday,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,4,30,2016-04-30,Saturday,0,0,0,0,0,0,0,0,0,0,0,1440,0,2064
1927972279,5,1,2016-05-01,Sunday,2704,1.87,1.87,0,1.01,0.03,0.83,0,14,1,70,1355,85,2411
1927972279,5,2,2016-05-02,Monday,3790,2.62,2.62,0,1.16,0.3,1.16,0,16,8,94,1322,118,2505
1927972279,5,3,2016-05-03,Tuesday,1326,0.92,0.92,0,0.73,0,0.18,0,10,0,17,1413,27,2195
1927972279,5,4,2016-05-04,Wednesday,1786,1.24,1.24,0,0,0,1.24,0,0,0,87,1353,87,2338
1927972279,5,5,2016-05-05,Thursday,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,5,6,2016-05-06,Friday,2091,1.45,1.45,0,0,0,1.45,0,0,0,108,1332,108,2383
1927972279,5,7,2016-05-07,Saturday,1510,1.04,1.04,0,0,0,1.04,0,0,0,48,1392,48,2229
1927972279,5,8,2016-05-08,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,5,9,2016-05-09,Monday,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,5,10,2016-05-10,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,5,11,2016-05-11,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,5,12,2016-05-12,Thursday,0,0,0,0,0,0,0,0,0,0,0,966,0,1383
2022484408,4,12,2016-04-12,Tuesday,11875,8.34,8.34,0,3.31,0.77,4.26,0,42,14,227,1157,283,2390
2022484408,4,13,2016-04-13,Wednesday,12024,8.5,8.5,0,2.99,0.1,5.41,0,43,5,292,1100,340,2601
2022484408,4,14,2016-04-14,Thursday,10690,7.5,7.5,0,2.48,0.21,4.82,0,32,3,257,1148,292,2312
2022484408,4,15,2016-04-15,Friday,11034,8.03,8.03,0,1.94,0.31,5.78,0,27,9,282,1122,318,2525
2022484408,4,16,2016-04-16,Saturday,10100,7.09,7.09,0,3.15,0.55,3.39,0,41,11,151,1237,203,2177
2022484408,4,17,2016-04-17,Sunday,15112,11.4,11.4,0,3.87,0.66,6.88,0,28,29,331,1052,388,2782
2022484408,4,18,2016-04-18,Monday,14131,10.07,10.07,0,3.64,0.12,6.3,0,48,3,311,1078,362,2770
2022484408,4,19,2016-04-19,Tuesday,11548,8.53,8.53,0,3.29,0.24,5,0,31,7,250,1152,288,2489
2022484408,4,20,2016-04-20,Wednesday,15112,10.67,10.67,0,3.34,1.93,5.4,0,48,63,276,1053,387,2897
2022484408,4,21,2016-04-21,Thursday,12453,8.74,8.74,0,3.33,1.11,4.31,0,104,53,255,1028,412,3158
2022484408,4,22,2016-04-22,Friday,12954,9.33,9.33,0,4.43,0.42,4.47,0,52,10,273,1105,335,2638
2022484408,4,23,2016-04-23,Saturday,6001,4.21,4.21,0,0,0,4.21,0,0,0,249,1191,249,2069
2022484408,4,24,2016-04-24,Sunday,13481,10.28,10.28,0,4.55,1.15,4.58,0,37,26,216,1161,279,2529
2022484408,4,25,2016-04-25,Monday,11369,8.01,8.01,0,3.33,0.22,4.46,0,44,8,217,1171,269,2470
2022484408,4,26,2016-04-26,Tuesday,10119,7.19,7.19,0,1.43,0.66,5.11,0,55,24,275,1086,354,2793
2022484408,4,27,2016-04-27,Wednesday,10159,7.13,7.13,0,1.04,0.97,5.12,0,19,20,282,1119,321,2463
2022484408,4,28,2016-04-28,Thursday,10140,7.12,7.12,0,0.41,1.33,5.39,0,6,20,291,1123,317,2296
2022484408,4,29,2016-04-29,Friday,10245,7.19,7.19,0,0.48,1.21,5.5,0,21,40,281,1098,342,2611
2022484408,4,30,2016-04-30,Saturday,18387,12.91,12.91,0,0.94,1.4,10.57,0,13,23,361,1043,397,2732
2022484408,5,1,2016-05-01,Sunday,10538,7.4,7.4,0,1.94,0.96,4.5,0,25,28,245,1142,298,2380
2022484408,5,2,2016-05-02,Monday,10379,7.29,7.29,0,2.61,0.34,4.33,0,36,8,277,1119,321,2473
2022484408,5,3,2016-05-03,Tuesday,12183,8.74,8.74,0,3.99,0.46,4.28,0,72,14,250,1104,336,2752
2022484408,5,4,2016-05-04,Wednesday,11768,8.29,8.29,0,2.51,0.93,4.85,0,36,27,272,1105,335,2649
2022484408,5,5,2016-05-05,Thursday,11895,8.35,8.35,0,2.79,0.86,4.7,0,55,20,253,1112,328,2609
2022484408,5,6,2016-05-06,Friday,10227,7.18,7.18,0,1.87,0.67,4.64,0,24,17,295,1104,336,2498
2022484408,5,7,2016-05-07,Saturday,6708,4.71,4.71,0,1.61,0.08,3.02,0,20,2,149,1269,171,1995
2022484408,5,8,2016-05-08,Sunday,3292,2.31,2.31,0,0,0,2.31,0,0,0,135,1305,135,1848
2022484408,5,9,2016-05-09,Monday,13379,9.39,9.39,0,2.12,1.63,5.64,0,35,47,297,1061,379,2709
2022484408,5,10,2016-05-10,Tuesday,12798,8.98,8.98,0,2.22,1.21,5.56,0,57,28,271,1084,356,2797
2022484408,5,11,2016-05-11,Wednesday,13272,9.32,9.32,0,4.18,1.15,3.99,0,58,25,224,1133,307,2544
2022484408,5,12,2016-05-12,Thursday,9117,6.41,6.41,0,1.28,0.67,4.44,0,16,16,236,728,268,1853
2026352035,4,12,2016-04-12,Tuesday,4414,2.74,2.74,0,0.19,0.35,2.2,0,3,8,181,706,192,1459
2026352035,4,13,2016-04-13,Wednesday,4993,3.1,3.1,0,0,0,3.1,0,0,0,238,663,238,1521
2026352035,4,14,2016-04-14,Thursday,3335,2.07,2.07,0,0,0,2.05,0,0,0,197,653,197,1431
